"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","sig"
"SRARP",-0.0292536001996213,5.55949855815094,-0.580167343711494,0.563311083259768,0.679942840089615,-6.5462913304906,"Not Sig"
"HCG4",0.0693310893272416,4.15811050826579,0.580111489760551,0.563348576463858,0.679951519943657,-6.54632350777671,"Not Sig"
"MIR133A1",0.0390644972002612,3.38628555304795,0.579978120938198,0.563438108196801,0.680017182510669,-6.54640032870563,"Not Sig"
"ZFP30",-0.0518492975506115,6.76715057385243,-0.579930045238874,0.563470383572892,0.680017182510669,-6.546428016187,"Not Sig"
"ASH1L-AS1",-0.0422968453886776,7.12144301083878,-0.579895025921245,0.563493894184383,0.680017182510669,-6.54644818287834,"Not Sig"
"HTR5A",0.0256525252450501,5.49298340655591,0.579754119390846,0.563588498225466,0.680094773416576,-6.5465293149809,"Not Sig"
"ATXN3L",-0.0179146288719645,3.4234060144738,-0.579193105468122,0.563965237787704,0.680512796876656,-6.54685214533473,"Not Sig"
"NDRG3",0.0541147743359671,7.68803760148551,0.579067656203933,0.564049498034223,0.680546454380833,-6.54692429154859,"Not Sig"
"DGKB",0.0335441346905538,3.50294748890179,0.57906126877595,0.564053788429731,0.680546454380833,-6.54692796456099,"Not Sig"
"VPS4A",-0.0271104945605529,9.13076320592689,-0.578555855052795,0.564393322354148,0.680919498914174,-6.54721846911602,"Not Sig"
"FOXC2",-0.0309939490115001,4.89750516001995,-0.578258796450215,0.564592931242991,0.681066692896478,-6.54738909670187,"Not Sig"
"ATP1A2",-0.170958867156772,5.88387033453114,-0.578231592041086,0.564611213006048,0.681066692896478,-6.54740471830533,"Not Sig"
"HNRNPR",0.0246708566941347,8.42697916304776,0.578209900766943,0.564625790068956,0.681066692896478,-6.54741717357563,"Not Sig"
"OTX2-AS1",-0.0227333242329881,3.33375820589371,-0.578193615013549,0.564636734611755,0.681066692896478,-6.54742652465614,"Not Sig"
"RGS9BP",0.0233120741195121,3.82543158299971,0.577605256951924,0.565032199520333,0.681507069718165,-6.54776417740386,"Not Sig"
"RUNDC3A-AS1",-0.0182841979539012,3.35567507619873,-0.577403279733729,0.565167989755394,0.681634212422536,-6.54788001144623,"Not Sig"
"SNAI1P1",0.0241839566038546,4.83328093072033,0.577339849838547,0.565210637265681,0.681649010512986,-6.5479163802311,"Not Sig"
"POGLUT1",0.0559797517974641,8.26293134237792,0.577139974748176,0.565345034899667,0.681774452523976,-6.54803095663911,"Not Sig"
"C12orf56",-0.117718120071179,4.72505816936035,-0.576950051244413,0.565472755482215,0.681891829334986,-6.54813979192584,"Not Sig"
"ACTR3C",0.0636603469425063,6.59914461873257,0.576857510522202,0.565534992779319,0.681930232842987,-6.54819280932479,"Not Sig"
"KRT33B",-0.0331959572974689,5.39289577974685,-0.576744920109068,0.565610718801499,0.681957455478923,-6.54825730199045,"Not Sig"
"HROB",-0.0363341254026963,6.30837858916192,-0.576733571156561,0.565618352151086,0.681957455478923,-6.54826380206585,"Not Sig"
"SCAMP5",-0.0491447131699667,6.38259559564338,-0.576585715715724,0.565717804896022,0.682031741295414,-6.54834847418848,"Not Sig"
"COMMD2",0.028629380522835,8.31599335762227,0.576551597867605,0.565740754968205,0.682031741295414,-6.54836800933944,"Not Sig"
"DARS1-AS1",-0.0264179148720931,5.01365237458284,-0.576393822956633,0.565846891422647,0.682057893476738,-6.5484583329665,"Not Sig"
"LYPLAL1",-0.0522825807881997,8.23615407995696,-0.576359300925679,0.565870115968197,0.682057893476738,-6.54847809300947,"Not Sig"
"ZNG1B",0.0453237727114413,9.52710134776336,0.576248174305017,0.565944879078889,0.682057893476738,-6.54854169272966,"Not Sig"
"ZNG1C",0.0453237727114413,9.52710134776336,0.576248174305017,0.565944879078889,0.682057893476738,-6.54854169272966,"Not Sig"
"ZNG1E",0.0453237727114413,9.52710134776336,0.576248174305017,0.565944879078889,0.682057893476738,-6.54854169272966,"Not Sig"
"ZNG1F",0.0453237727114413,9.52710134776336,0.576248174305017,0.565944879078889,0.682057893476738,-6.54854169272966,"Not Sig"
"TBC1D7",-0.0279818724692227,6.49422754700785,-0.576173782425657,0.565994930703512,0.682057893476738,-6.54858426171149,"Not Sig"
"EP300-AS1",-0.116877406250476,6.28731382085209,-0.57615790012732,0.566005616757892,0.682057893476738,-6.54859334927219,"Not Sig"
"TBC1D22A-DT",0.0651957809570103,6.740683572224,0.576041857966104,0.566083696158437,0.682115350558435,-6.54865973893253,"Not Sig"
"RDH8",-0.02626784504913,5.04194283487395,-0.575862700850505,0.566204253019524,0.682223982897766,-6.54876221165638,"Not Sig"
"LINC01252",0.0313191091510019,4.34946331218855,0.575601764714779,0.566379862335164,0.682398933147484,-6.54891140305145,"Not Sig"
"EPOP",0.048075456421719,6.758737020744,0.575396617773868,0.566517944337368,0.682528652509327,-6.54902864961682,"Not Sig"
"TET2",-0.0374717437083927,6.23869975840154,-0.574654718627477,0.567017445047231,0.683093764061785,-6.54945231719937,"Not Sig"
"ZFYVE16",0.0347789478236997,5.39042522917418,0.574041721621165,0.567430321370701,0.683554462942888,-6.54980196493417,"Not Sig"
"PTRH1",0.0332217009286291,5.54892706408024,0.573683682329722,0.567671541922824,0.683808338480044,-6.55000601587651,"Not Sig"
"GGACT",-0.0355068131642273,5.34965678279793,-0.573481708508305,0.567807639065974,0.683935563530055,-6.55012106747885,"Not Sig"
"RNPS1P1",-0.0373362023542683,10.4615368406078,-0.573300806109533,0.567929551022418,0.683987860391176,-6.55022408190697,"Not Sig"
"TMC7",0.0689240821718151,6.02204720248963,0.573288424762264,0.567937895403511,0.683987860391176,-6.55023113125566,"Not Sig"
"FAM169A",-0.0809542677986741,5.47773467906409,-0.573281588735436,0.567942502553963,0.683987860391176,-6.55023502329862,"Not Sig"
"LIMS2",0.0989163343491049,7.03989242579006,0.573181534482664,0.56800993634845,0.68403235988423,-6.55029198320153,"Not Sig"
"CEP57",0.0392917355747855,8.69415664587275,0.573033339298416,0.568109822958151,0.684115934171834,-6.55037633113578,"Not Sig"
"AK7",-0.033326930528605,5.11095082879542,-0.572729065102416,0.568314936832673,0.684326207007693,-6.55054944638597,"Not Sig"
"CCDC61",-0.029258878333426,5.67683830670428,-0.57238839861005,0.568544625814368,0.684566047362557,-6.55074315858391,"Not Sig"
"GATA2-AS1",0.0418392721736698,5.60796506693422,0.572221469850842,0.568657191363363,0.684647164853458,-6.5508380370465,"Not Sig"
"COMP",0.0961676835646141,5.01311970800314,0.572198000569102,0.568673018340334,0.684647164853458,-6.55085137424384,"Not Sig"
"HEXD",0.0362293492438246,7.87354295330247,0.571911458157484,0.568866271185304,0.684843084882614,-6.55101416769464,"Not Sig"
"EIF2AK3-DT",0.0323097920564441,4.93221161509566,0.57179238717411,0.568946585635863,0.684874285247834,-6.55108179173904,"Not Sig"
"CLIC1",-0.0322314887753699,12.5518537153772,-0.571782535330532,0.568953231039925,0.684874285247834,-6.55108738627572,"Not Sig"
"COPZ2",0.0404514056079019,6.29755722226899,0.571438022168286,0.569185640625102,0.685117293744591,-6.55128296376506,"Not Sig"
"KRBOX1",0.0695158575210586,6.2739369156665,0.571369832826481,0.56923164682168,0.68513591820156,-6.5513216604655,"Not Sig"
"TMEM130",-0.0435848626358384,4.1438503141717,-0.57117860034068,0.569360677784298,0.685254465179246,-6.551430158348,"Not Sig"
"GPS1",-0.0344843144486857,7.79534231117113,-0.570544540310624,0.569788600927916,0.685732712052641,-6.55178964150417,"Not Sig"
"HSD17B14",-0.0289863515839075,6.14198984332546,-0.57045220236463,0.569850932248588,0.68573685292372,-6.55184195985978,"Not Sig"
"MCF2",0.0137897352621374,3.93295370246156,0.57044889966294,0.569853161748233,0.68573685292372,-6.55184383100329,"Not Sig"
"VWCE",-0.0351397619391269,5.62067934001501,-0.570243817762195,0.569991611252075,0.68586667550865,-6.55195999896103,"Not Sig"
"FAM131B",0.0662788014874796,5.44641572302157,0.57016331090041,0.570045965389567,0.685895298266743,-6.55200559047352,"Not Sig"
"GTPBP1",0.0260830738031554,6.99788819949825,0.570093828247267,0.570092878563757,0.685914965259633,-6.5520449337755,"Not Sig"
"LINC02002",-0.0185758951928894,3.36468897231436,-0.569951707085694,0.570188841509724,0.685989645272348,-6.5521253925053,"Not Sig"
"DEFB104A",-0.0248809172371049,3.99935262714209,-0.569866080210636,0.570246662207099,0.685989645272348,-6.55217385864275,"Not Sig"
"DEFB104B",-0.0248809172371049,3.99935262714209,-0.569866080210636,0.570246662207099,0.685989645272348,-6.55217385864275,"Not Sig"
"ATG13",0.0222233195367485,7.44937950157506,0.569795723074675,0.570294173936136,0.686010022995226,-6.55221367646294,"Not Sig"
