"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","sig"
"EPHX1",-2.80016762757835,7.11196915689099,-20.2496649095536,1.44662927828062e-34,3.24609143753389e-30,68.0383164534858,"Down"
"TCIRG1",1.78980345701494,9.09803036059512,18.6119913741188,5.5193474485552e-32,6.19243186990651e-28,62.2313907480941,"Up"
"PCGF1",-1.19153212138396,7.01267734490776,-17.6715005117014,1.94010693800563e-30,1.11977791668807e-26,58.7436792883901,"Down"
"BSG",-2.70716085244573,9.89969784157561,-17.6640940791636,1.99612802119181e-30,1.11977791668807e-26,58.7157602225763,"Down"
"CTSZ",3.74401606856306,10.3788375992584,16.980866027146,2.84083549503173e-29,1.27491015346034e-25,56.1094877481536,"Up"
"GNA13",-1.27927344088276,8.88320519921481,-16.7354092114269,7.48164158395845e-29,2.70017249771688e-25,55.1582053525808,"Down"
"DDX42",-1.02555168986024,6.61400986278366,-16.6911395853384,8.91657822579207e-29,2.70017249771688e-25,54.9857909227305,"Down"
"API5P1",-1.76270794757721,7.29128604448854,-16.6718251282719,9.62671241219977e-29,2.70017249771688e-25,54.9104870090861,"Down"
"ZNF317",-1.18260310949696,6.74409971290687,-16.619364646598,1.18569688770694e-28,2.95620582925067e-25,54.705703784467,"Down"
"FBXW11",-1.36669319474532,7.23087309415529,-16.4486173450289,2.34189416140911e-28,4.8903473700083e-25,54.0366639257209,"Down"
"IPO8",-0.956703328119204,8.10077287960081,-16.4427640234543,2.39733593609748e-28,4.8903473700083e-25,54.0136605647564,"Not Sig"
"EXOC5P1",-2.79016698122074,6.21034011286278,-16.1957038997282,6.46191908839979e-28,1.20832502020502e-24,53.0385927290673,"Down"
"CSNK1G2",1.06011120591805,8.72772216863801,16.1662894315927,7.27539210355088e-28,1.25578864162752e-24,52.9219655061304,"Up"
"TRAPPC1",-1.83541651311468,8.01382811737142,-16.0834454368794,1.01658943561237e-27,1.61040532186796e-24,52.5928772704129,"Down"
"NCOA2",-1.21066865568727,6.46979373120083,-16.0692820063702,1.07652211899012e-27,1.61040532186796e-24,52.5365238083103,"Down"
"EI24",1.11688416663553,10.1062474435779,15.9090980767582,2.06134384335e-27,2.89090590630817e-24,51.8973370667588,"Up"
"SEPTIN2",-0.886383118023373,7.8126130849798,-15.8255643144626,2.89627105915894e-27,3.82290742920397e-24,51.5626636864551,"Not Sig"
"ABCD3",-1.92472299588552,9.13880805951947,-15.793731785626,3.29777557595813e-27,4.11104367494025e-24,51.4348856823996,"Down"
"EDIL3",-1.64557070644162,7.27204697193503,-15.5766023802599,8.02225189465063e-27,8.68232077661571e-24,50.559742038718,"Down"
"CPNE3",-1.34428321187159,9.76965645897694,-15.5756732250574,8.05293169038693e-27,8.68232077661571e-24,50.5559836869317,"Down"
"ZMYND11",-0.823591019789132,7.26423835471749,-15.5734887145185,8.12552860238558e-27,8.68232077661571e-24,50.5471470834705,"Not Sig"
"KLHDC3",-1.17607587240987,7.78963252208561,-15.555897682034,8.7346838955563e-27,8.90898054238127e-24,50.4759663256335,"Down"
"BANF1",-1.33836114105115,9.10194918525332,-15.4592172175315,1.30047712210329e-26,1.26875678882068e-23,50.084027669316,"Down"
"UHMK1",-1.40019735247292,8.32192604753969,-15.4164330154119,1.55153508290295e-26,1.39578646479024e-23,49.9101889693142,"Down"
"RBM22",-0.766353474394384,9.02740072805672,-15.4158786827401,1.55508987119551e-26,1.39578646479024e-23,49.9079350490167,"Not Sig"
"PRKCSH",-1.19010386585142,8.59290528735098,-15.3885860916619,1.74064739620433e-26,1.50224565090112e-23,49.7969131418583,"Down"
"PNRC2P1",-1.47165139973896,9.36617082064343,-15.3266091585856,2.24922459767667e-26,1.86927224989877e-23,49.5444366485286,"Down"
"API5",-0.926548941880651,8.04705608930269,-15.269927722369,2.84464861829825e-26,2.27968108378552e-23,49.3130900611027,"Not Sig"
"TWF1P1",-3.05675670769948,8.32304153243506,-15.2598869790643,2.96561643302388e-26,2.29467128071113e-23,49.2720644926313,"Down"
"PPP3R1",1.55321377672343,8.3695709574418,15.2497546368101,3.09294330870515e-26,2.31341849680116e-23,49.2306512268282,"Up"
"MED20",-0.761672156083392,6.96952987773566,-15.213449996784,3.59611844808083e-26,2.60300973730599e-23,49.0821548704566,"Not Sig"
"TECPR1",0.62395659456972,7.64489618085166,15.1559991731871,4.56639709117573e-26,3.20204326027788e-23,48.8468109319637,"Not Sig"
"SLC39A7",1.45799869047764,8.87580629836719,15.0634285445456,6.71601567533645e-26,4.56668714360226e-23,48.4666899960106,"Up"
"CD46",-1.79320434294216,9.78894532861467,-15.0031136341428,8.64023270965514e-26,5.70229946388093e-23,48.21841616815,"Down"
"DSG2-AS1",-1.52192863976458,5.6546871458047,-14.9917444317733,9.06091418095303e-26,5.80908152304014e-23,48.1715638904431,"Down"
"DHX9",-1.69493913132113,6.9170372994931,-14.9246263321026,1.20006180203776e-25,7.48005188220144e-23,47.8946271738045,"Down"
"GOLGA7",-0.661074486387728,9.91959753231071,-14.8712893346781,1.50091122554829e-25,9.10241810542651e-23,47.674133419995,"Not Sig"
"TOX4P1",-1.74225734827301,6.10077641534758,-14.8309262712211,1.77819091474536e-25,1.05002173515713e-22,47.5070270181705,"Down"
"YTHDF3",-1.24280204360467,9.22119757501529,-14.8188350513249,1.87089953321315e-25,1.0764388365582e-22,47.4569270654204,"Down"
"KRAS",-0.584450984537985,6.83301282893509,-14.6540935045693,3.74606777174669e-25,2.1014503682556e-22,46.7724271774247,"Not Sig"
"ATP6V1A",-1.37873093116812,9.60670634402832,-14.6244131677468,4.24674921676144e-25,2.32421477255878e-22,46.6487312936097,"Down"
"DGKZP1",1.0445477546044,7.93770644451569,14.4610836899784,8.48631803851811e-25,4.52611605179572e-22,45.9660018054937,"Up"
"HTATSF1",-0.822189513832618,8.27295687788686,-14.4559512934414,8.67342529645778e-25,4.52611605179572e-22,45.9444922649482,"Not Sig"
"REX1BD",0.870830696955153,8.71075517976888,14.4480024638836,8.97144187927707e-25,4.57523146202496e-22,45.9111725479105,"Not Sig"
"FBXO38",-0.683822206751161,7.72326969184235,-14.4300719335818,9.68211412140642e-25,4.82793241711641e-22,45.8359819348261,"Not Sig"
"CDH1",-2.31368298967403,9.88420277898032,-14.2881562503158,1.77265330034123e-24,8.64707987094714e-22,45.2394115566367,"Down"
"CNOT1",-0.926829436057341,8.44455515848023,-14.2369199495382,2.20656644315013e-24,1.05025839329932e-21,45.0233966531186,"Not Sig"
"VPS35P1",-1.67734803213074,9.06213971676958,-14.2327115788768,2.24664213549479e-24,1.05025839329932e-21,45.005639060245,"Down"
"HIPK3",-1.32753736792896,7.30946841509896,-14.1239143150834,3.58055380079313e-24,1.63967442318361e-21,44.5457770886722,"Down"
"C5orf22",-1.12961953554091,7.63550775064227,-14.1064400953596,3.85940048398969e-24,1.73202174920489e-21,44.4717773245421,"Down"
"SNORA4",-2.4094115506368,5.44127578417511,-14.0630273273726,4.65056855216263e-24,2.00680976426879e-21,44.2877657197846,"Down"
"SNORA63",-2.4094115506368,5.44127578417511,-14.0630273273726,4.65056855216263e-24,2.00680976426879e-21,44.2877657197846,"Down"
"YWHAE",-1.72117514202448,9.22612920422246,-14.050859900095,4.90029607378249e-24,2.07467440753972e-21,44.2361494658767,"Down"
"EXOC4",-0.802739883230212,6.78800852062072,-14.0312188829922,5.33222195844716e-24,2.21573571343696e-21,44.1527895409467,"Not Sig"
"RC3H2",-0.734168229547873,7.08807457396473,-13.9926910664827,6.29405975521248e-24,2.5678619426766e-21,43.989129355577,"Not Sig"
"RNF6",-0.803460020286535,6.28382989109088,-13.9511538350095,7.52778990265467e-24,3.01635852902979e-21,43.8124762380979,"Not Sig"
"CSNK2A3",-1.27133997975395,7.98349626216305,-13.919308468758,8.63630119926413e-24,3.39982390544365e-21,43.6768946792802,"Down"
"QSER1",-1.14586487747741,7.16847427772776,-13.8957571289414,9.56058011338749e-24,3.69879064076383e-21,43.5765430853912,"Down"
"ZNF644",-1.08645520042499,8.15128747350226,-13.8664193734628,1.08525215573276e-23,4.12745307160802e-21,43.451438576674,"Down"
"CGGBP1",-0.566335141896429,9.42516252371276,-13.86037745416,1.11396807982863e-23,4.16605495721245e-21,43.4256607496496,"Not Sig"
"CREB1",-0.674704158351613,8.21497540304692,-13.8463916061482,1.18340887928838e-23,4.35319866268066e-21,43.3659726771819,"Not Sig"
"ACTR2",-1.24257292920595,10.2271137488746,-13.8170142117759,1.34379212926054e-23,4.86344380459311e-21,43.2405178471609,"Down"
"CLINT1",-1.00736321062701,8.45392307236674,-13.8057294357695,1.41106546632221e-23,5.025856825207e-21,43.1922981120002,"Down"
"EIF4A2",-1.19297629322021,9.28271704623782,-13.7970899211311,1.46485196906819e-23,5.13590833342519e-21,43.1553708300913,"Down"
"FOXJ3",-0.819412657508785,7.23873138841987,-13.7070380017749,2.16455764995133e-23,7.42296848335224e-21,42.769915820941,"Not Sig"
"PNRC2",-0.9225526170921,10.60142854774,-13.7050497187342,2.18332332056352e-23,7.42296848335224e-21,42.7613938975897,"Not Sig"
"TOX4",-0.69164989795762,7.68244652661524,-13.6727648164998,2.51200180662563e-23,8.41295649833917e-21,42.6229500709424,"Not Sig"
"SPAG9",-0.830041312629318,7.4533925614374,-13.5965482735137,3.49952782412484e-23,1.15479271831672e-20,42.2956088750179,"Not Sig"
"NRIP1",-1.34710160816628,9.82285282554722,-13.5864186282506,3.65737309367156e-23,1.18938833114342e-20,42.2520494220258,"Down"
"SUPT5H",0.642579847259894,8.72006590421667,13.5448278907212,4.38421863812076e-23,1.38925931106505e-20,42.0730692098897,"Not Sig"
"NXT2",-1.23523629970396,7.84624020508896,-13.5442228074184,4.39580244599219e-23,1.38925931106505e-20,42.0704637505253,"Down"
"CMTM4",-1.66089684803927,8.68819318625301,-13.5266329151784,4.74635034682756e-23,1.47921326989533e-20,41.9947029541249,"Down"
"HNRNPL",1.09085378822005,8.8401430035781,13.5167957820528,4.95452305179053e-23,1.52026555806109e-20,41.9523173006091,"Up"
"ARFIP1",-1.33109723146607,9.15863501596808,-13.5140808727025,5.01357686601544e-23,1.52026555806109e-20,41.9406173797813,"Down"
"SCAMP1",-1.1146663814732,7.70903805334677,-13.4988248787269,5.35884107352144e-23,1.6032937979833e-20,41.8748548361342,"Down"
"R3HCC1L",-0.855584982095567,5.9195600329448,-13.4050046921071,8.0761412479737e-23,2.38448070346423e-20,41.4698104890873,"Not Sig"
"DDAH1",-0.949982375559353,9.15061407566917,-13.3737714438624,9.25988286823955e-23,2.69847417766789e-20,41.3347322445992,"Not Sig"
"RARS2",-0.600300034415959,6.82720264601416,-13.3602616379105,9.82459904842159e-23,2.826335615994e-20,41.2762682281894,"Not Sig"
"PABPN1P1",0.714131891219245,7.6792630040556,13.3289848029472,1.12686214831867e-22,3.20071642355982e-20,41.1408325341849,"Not Sig"
"TMEM192",-1.38612233548579,8.3364650021231,-13.3242797433125,1.15036131148133e-22,3.22661968354119e-20,41.1204483840082,"Down"
"PGRMC1",-0.978198059188497,11.1699079435039,-13.3173620641923,1.18580966991643e-22,3.28498557817959e-20,41.0904734716648,"Not Sig"
"SOS2",-1.21430919182555,6.99972108036164,-13.3092969153214,1.22852820465143e-22,3.36182248587482e-20,41.055519212226,"Down"
"KLHL12P1",-1.1985011254188,6.73997817567295,-13.2959277148245,1.3027789803058e-22,3.48984406350139e-20,40.9975600542762,"Down"
"SLC39A14",-0.866395290469198,6.19498547799786,-13.2952925340002,1.30641695857265e-22,3.48984406350139e-20,40.9948058372279,"Not Sig"
"SNX27",-0.702026047032533,7.73423549217672,-13.2868686960187,1.35564208569764e-22,3.57873561893758e-20,40.9582745327387,"Not Sig"
"ERI3",-1.32819262922293,6.71455483135569,-13.2772167051884,1.41434265463998e-22,3.68011512635089e-20,40.9164066956044,"Down"
"GFM2",-1.19705505333401,7.21837506519007,-13.2720838196615,1.44659414718609e-22,3.68011512635089e-20,40.8941370231746,"Down"
"NUCB1",-1.12785866177834,7.53035424842095,-13.2713520723248,1.45125181238527e-22,3.68011512635089e-20,40.8909619880531,"Down"
"KITLG",-1.29399126751896,6.58048293527842,-13.2700390461908,1.4596472491877e-22,3.68011512635089e-20,40.8852646367418,"Down"
"PSEN1",-0.964952850497394,6.76328754285684,-13.2426885867056,1.64607651300174e-22,4.104034541694e-20,40.7665413972899,"Not Sig"
"TYK2",0.783551337993826,8.75104845625316,13.2273652100293,1.76081331922653e-22,4.34185605166198e-20,40.6999864372324,"Not Sig"
"BPTFP1",1.31907155355297,9.65815904504704,13.177067393937,2.19710629206205e-22,5.35879000951959e-20,40.4813283441923,"Up"
"OSBP",-0.708426054656043,9.15950453088671,-13.1198212458632,2.82764131743006e-22,6.8225208087971e-20,40.23209884871,"Not Sig"
"VAMP3",-0.980880170407241,10.3500737707755,-13.1158173393624,2.87802276587254e-22,6.87020774929935e-20,40.2146527613184,"Not Sig"
"CTNNA1",-0.976069239548206,9.50753660559477,-13.0961971417051,3.13827042997429e-22,7.41259475559928e-20,40.1291350111035,"Not Sig"
"SH3D19",-1.07826105406289,8.39650056060361,-13.0804599382624,3.36402960478078e-22,7.86306878142458e-20,40.0605091523166,"Down"
"SNAP23",-1.09629467627494,7.9410553115504,-12.9791377115216,5.26498384102652e-22,1.21794816916283e-19,39.6179742050672,"Down"
"TRAK2",-1.13804031368848,9.32285243047163,-12.9753591962901,5.35379287007855e-22,1.22585467562952e-19,39.6014479880476,"Down"
"TWF1",-1.44225451988556,9.63712772013811,-12.9410397516234,6.23269496137092e-22,1.40499146233688e-19,39.4512679730756,"Down"
"ZNF41",-0.843937727937027,5.0940328931562,-12.9391507733283,6.28508349678113e-22,1.40499146233688e-19,39.4429979412511,"Not Sig"
"PAPOLA",-0.531555168516476,9.07090889068047,-12.9377579367364,6.32399561905724e-22,1.40499146233688e-19,39.436899775398,"Not Sig"
"USP34",-0.601182262883124,7.1652911645698,-12.9215477863161,6.79508571594506e-22,1.4948522390205e-19,39.3659114166791,"Not Sig"
"GDAP2",-0.93318461311501,6.35545731880738,-12.9103507493816,7.14094948282516e-22,1.55568704315644e-19,39.3168590142774,"Not Sig"
"CAB39",-1.26878530617761,9.51401356744632,-12.9043739238573,7.33275972198822e-22,1.58211341732398e-19,39.2906695852972,"Down"
"RGPD3",-0.96345492713324,9.27996160658638,-12.8875115252694,7.9023128285084e-22,1.68876188151333e-19,39.2167592278344,"Not Sig"
"ZNF652",-1.09744785349561,8.25892568778692,-12.8779557219472,8.24461556904924e-22,1.74529178069713e-19,39.1748602070953,"Down"
"BCL2L2-PABPN1",0.755095492582617,10.0165965170944,12.8757585169937,8.3254084801069e-22,1.74592374658989e-19,39.1652247082732,"Not Sig"
"RPS27A",-0.517935472958019,8.27745611991742,-12.8494644757442,9.35633843735573e-22,1.94395257588727e-19,39.0498732670661,"Not Sig"
"SCARB2",-1.05778508288611,8.75736247573741,-12.8443361993177,9.57190168467992e-22,1.97049451286727e-19,39.0273663746455,"Down"
"INPP5A",-1.16062484738514,7.84013869213447,-12.8326268028993,1.00830084821942e-21,2.05684206665415e-19,38.9759650824629,"Down"
"PPP4R3A",-0.849840381153748,7.37740116500013,-12.8165515549315,1.08296963848954e-21,2.18925727189791e-19,38.905373256238,"Not Sig"
"CEP20",-0.960292106374486,8.19613320278874,-12.8058288967602,1.13584375454096e-21,2.27564267929863e-19,38.8582700422662,"Not Sig"
"PTGER4",-1.17229035566938,8.61832539843821,-12.8032834060544,1.14877244511207e-21,2.27977233017701e-19,38.8470861127249,"Down"
"GDI2",-0.730061658516597,11.9164101444146,-12.8014405409284,1.15822472320593e-21,2.27977233017701e-19,38.8389887948395,"Not Sig"
"VPS26C",-1.01118800861746,7.93015171936451,-12.7473769093419,1.47322820606826e-21,2.87458849704049e-19,38.6012680630961,"Down"
"C1orf122",0.758147842636919,9.61921588511474,12.7447770342887,1.49038269070549e-21,2.88299113765003e-19,38.5898279110204,"Not Sig"
"RGPD8",-0.736791780409755,7.57403577579196,-12.732557873015,1.57373715393711e-21,3.00624078214037e-19,38.5360500561241,"Not Sig"
"WDR1",-0.668044384768976,8.82886815007295,-12.7315394981883,1.58089225140409e-21,3.00624078214037e-19,38.5315673156404,"Not Sig"
"EFCAB14",-0.499669484621557,7.72086110748726,-12.7221218520115,1.64863043577061e-21,3.10870742422326e-19,38.4901066299939,"Not Sig"
"SCYL2",-1.26600693625907,8.94485494993873,-12.6829342572423,1.96330693153072e-21,3.67122035305149e-19,38.3174779421656,"Down"
"MAPK1",-0.480288769482691,8.31778019456019,-12.656054782949,2.21343979062515e-21,4.1047417737056e-19,38.1989690244487,"Not Sig"
"PKP2",-1.73151447032655,8.15865265193757,-12.6511367633466,2.26256048787051e-21,4.16144219568249e-19,38.1772772052169,"Down"
"DICER1",-0.899025821722749,7.86687887446457,-12.6168073635006,2.63737633606754e-21,4.81138923618044e-19,38.025785874489,"Not Sig"
"RLF",1.0138293797194,8.1668639319781,12.5950101920323,2.90716971192212e-21,5.26080493272746e-19,37.929529528414,"Up"
"LMAN1",-1.52516405294701,8.11124579078147,-12.5856166451992,3.03183709238073e-21,5.44251140127449e-19,37.8880313325067,"Down"
"NAPA",-1.02734978608253,7.64962096083768,-12.5407849951367,3.70504751985579e-21,6.59821915063842e-19,37.6898424158559,"Down"
"PBX2",0.605099330087102,6.97999797747287,12.5068148361972,4.31365578148506e-21,7.62158441580655e-19,37.5395216893429,"Not Sig"
"PTPN9",-0.659120459814861,5.97072685690454,-12.4958697860932,4.53042113101848e-21,7.94204060616592e-19,37.4910619569068,"Not Sig"
"DNAJC11",-0.929546892579042,8.29755853631802,-12.4849561750526,4.75747003145355e-21,8.2754162818439e-19,37.4427283587976,"Not Sig"
"ATE1",-0.783072932651831,7.97192776174986,-12.4746252752626,4.98292928083662e-21,8.60091924097637e-19,37.3969634400359,"Not Sig"
"EML4",-0.833282021796705,7.99661078982402,-12.4685582405987,5.12031011552756e-21,8.77058310552084e-19,37.3700816121648,"Not Sig"
"SEC31A",0.692494979851281,11.0745283113549,12.458864244704,5.34776686733284e-21,9.09079854061225e-19,37.3271211058733,"Not Sig"
"COG3",-1.13315552115069,6.59260848465884,-12.4407044298548,5.8015639779943e-21,9.78806722573039e-19,37.2466154185696,"Down"
"ANKFY1",-0.485999212020205,6.46113753597343,-12.412828014601,6.57466884684354e-21,1.10096264368897e-18,37.1229646373965,"Not Sig"
"AP3D1",0.70044183777509,9.08292223336146,12.3877129789826,7.3595568551268e-21,1.223267379794e-18,37.0114904431214,"Not Sig"
"ATOX1",0.973609887546218,9.91580368079388,12.3517698948888,8.64959978375581e-21,1.4271203643213e-18,36.8518372836308,"Not Sig"
"ANKRD11",0.604553184834018,8.07999726863341,12.3314111759029,9.47879359799402e-21,1.54861329260409e-18,36.761345791761,"Not Sig"
"RGPD4",-0.901948458390418,8.95416746870973,-12.330353740807,9.52398210166963e-21,1.54861329260409e-18,36.7566444384548,"Not Sig"
"COPG1",1.03748968385373,9.65084413999386,12.3270721336109,9.66560199366516e-21,1.56033412327951e-18,36.7420536622338,"Up"
"PPTC7",-1.14338731160638,8.55439141951432,-12.3055405641654,1.06488112192354e-20,1.70677624963159e-18,36.6462908897691,"Down"
"SEPTIN9",0.635383073451461,8.9143425676009,12.2860179573661,1.1626957003696e-20,1.85033537734706e-18,36.5594204456512,"Not Sig"
"ZBED5",-0.541187497742761,7.43900610474049,-12.2709090914882,1.2445558163281e-20,1.96666112412579e-18,36.4921622322001,"Not Sig"
"KLHL12",-0.791059864318464,8.11514824500827,-12.2348789702247,1.46392827129228e-20,2.29713891465227e-18,36.3316741891648,"Not Sig"
"USP10",-1.11625752435031,8.27033352950282,-12.2032635867396,1.68824029219564e-20,2.6307238830957e-18,36.1907381354452,"Down"
"MBNL1",-1.02614957554061,7.92153508493735,-12.1926720085067,1.77086898428669e-20,2.74045028540752e-18,36.143499259815,"Down"
"HIPK1",-0.729398365585087,6.86153891303974,-12.1753794238535,1.91460278557073e-20,2.9425871168097e-18,36.0663484612062,"Not Sig"
"RDH11",0.99843471671303,10.1202217635566,12.1728605596718,1.93649595414155e-20,2.95598862006682e-18,36.055107959499,"Not Sig"
"RAB6A",-0.534396633673542,7.89703431329282,-12.1671320428712,1.98722782728667e-20,3.01293278489767e-18,36.0295418364253,"Not Sig"
"TENT2",-0.969718682431678,6.26385721834981,-12.139998545243,2.24628116012537e-20,3.38283912429887e-18,35.9083999342564,"Not Sig"
"ERGIC1",0.91788020711765,7.88033045369031,12.1290608433165,2.36007197773035e-20,3.53051034055275e-18,35.8595452353371,"Not Sig"
"MRPL30",-0.664968774639832,7.67810070436712,-12.1175418659274,2.48618030849196e-20,3.69452979750007e-18,35.8080808424152,"Not Sig"
"ROCK2",-1.1514971208678,8.4774736793332,-12.0936641763106,2.7695808227549e-20,4.08859368959191e-18,35.7013567995523,"Down"
"TBC1D3P1-DHX40P1",-1.15785302432193,5.75011301310062,-12.0815678583941,2.92532069078933e-20,4.27348049887864e-18,35.6472686045664,"Down"
"NBR1",-0.639637923911941,7.11956736430572,-12.0809949462977,2.93291143467762e-20,4.27348049887864e-18,35.6447064797419,"Not Sig"
"TMEM168",-1.07608394839325,9.02232640253386,-12.0032928826349,4.16940792309256e-20,6.03595770234025e-18,35.2969048109719,"Down"
"LARS1",-0.606428803883388,9.11858555073021,-11.9934741763481,4.35911417634108e-20,6.27013865403317e-18,35.2529118636312,"Not Sig"
"SNX13",-0.964123251561014,7.21362540549747,-11.9894280524647,4.43979062427649e-20,6.33660547460424e-18,35.2347802859945,"Not Sig"
"PAFAH1B1",-0.77840527842358,8.65513798401649,-11.9883369707094,4.46180161766331e-20,6.33660547460424e-18,35.229890625088,"Not Sig"
"RRN3",-1.06318258858238,7.78726502369191,-11.9421576268354,5.50123198591434e-20,7.76365688880075e-18,35.0228294484753,"Down"
"ERLIN1",-1.50741741776032,8.86944612858649,-11.9244058884623,5.96274254776836e-20,8.36237375183589e-18,34.9431767272728,"Down"
"STAG2",-0.917328430481502,9.74897346520128,-11.8994033906013,6.67951703374412e-20,9.30942128696797e-18,34.8309365666947,"Not Sig"
"AP2M1",-0.670639857490517,9.73179902193928,-11.8877261628946,7.04334329284074e-20,9.7559000091391e-18,34.7784944881698,"Not Sig"
"GABPAP",-1.24284945992208,6.73461101836895,-11.8861469290548,7.09405252845665e-20,9.76585550221096e-18,34.771401165006,"Down"
"SKI",1.034788830447,8.06714791735256,11.8671127485325,7.73488163974757e-20,1.05831103118473e-17,34.6858875126757,"Up"
"DARS1",1.1109553749718,10.2246961511649,11.8644452702658,7.82922010288335e-20,1.06472648417333e-17,34.67390066167,"Up"
"LARP4",-1.05706087506633,7.32868811845298,-11.8616119060965,7.93069176404875e-20,1.06949797779417e-17,34.6611676053536,"Down"
"DLG1",-0.953361593506156,7.33346754940943,-11.8608105141668,7.95963110172587e-20,1.06949797779417e-17,34.657566030645,"Not Sig"
"EMILIN3",-1.17168122400352,6.53533032662707,-11.8580116412114,8.06153704501258e-20,1.07363509340873e-17,34.6449869854282,"Down"
"PPP2R1A",-0.979577673125016,8.909439019481,-11.8573419266046,8.08611483515645e-20,1.07363509340873e-17,34.6419769565345,"Not Sig"
"RBL2",-0.757671146376023,8.94715865367965,-11.8439197441995,8.59488239852897e-20,1.13447391847407e-17,34.5816417818482,"Not Sig"
"CFL1",-0.579316303496293,9.67822337231672,-11.8382259687887,8.82030697690926e-20,1.1574202821922e-17,34.5560419038782,"Not Sig"
"RBM47",-1.28289618333315,8.64833623447608,-11.8122274453838,9.92753391764917e-20,1.29513914871006e-17,34.4391094310213,"Down"
"CDC5L",-0.584410233924788,8.42273443617204,-11.8070602112376,1.01637067181597e-19,1.31828563612015e-17,34.4158611651011,"Not Sig"
"BZW1P1",-1.19217743355926,10.4536572639788,-11.7769905865199,1.16544921384101e-19,1.48775940033696e-17,34.2805216340509,"Down"
"BZW1P2",-1.19217743355926,10.4536572639788,-11.7769905865199,1.16544921384101e-19,1.48775940033696e-17,34.2805216340509,"Down"
"CDC40",-0.700659696527196,7.80181002340853,-11.7767131944121,1.16692211978834e-19,1.48775940033696e-17,34.2792727222158,"Not Sig"
"WASF4P",1.35148526727533,8.66140720320704,11.7679623010249,1.21436051997096e-19,1.53949354280387e-17,34.2398694856958,"Up"
"REPIN1",-1.0036666395987,7.58299595336523,-11.7586482602635,1.26698231066495e-19,1.59718067803432e-17,34.1979224581055,"Down"
"LINC00106",-0.835081044508894,5.69701801195311,-11.7532833906509,1.2983259338448e-19,1.62754947651081e-17,34.1737572805904,"Not Sig"
"RAB24",0.789457474598184,7.78858382349915,11.729857361429,1.44457687112895e-19,1.80082557840348e-17,34.0682063695868,"Not Sig"
"IL2RG",-1.57636669400258,8.58327971452298,-11.7248730060452,1.47777023311279e-19,1.83202686523856e-17,34.045741564158,"Down"
"OCRL",-1.14959560985665,7.61261308442615,-11.6936959655578,1.70350379272243e-19,2.10027041785157e-17,33.9051712408418,"Down"
"PRKG2",-1.72447068602594,4.74874799074668,-11.6903396155898,1.72978305785891e-19,2.12101650466098e-17,33.8900327316304,"Down"
"VPS9D1",0.983306823022138,6.74141606483469,11.6851328229813,1.77135898715644e-19,2.16019153873931e-17,33.8665458706005,"Not Sig"
"PIK3C2A",-0.575547201441794,6.16370242689302,-11.6803317701366,1.81058413081678e-19,2.19609174656203e-17,33.8448869649174,"Not Sig"
"BLTP1",-0.40515623984038,5.38127655892082,-11.6761560087044,1.84540939665319e-19,2.22527589741074e-17,33.8260471640405,"Not Sig"
"SLC4A4",-3.01790346098237,7.37463025311924,-11.6750814714477,1.85447922285221e-19,2.22527589741074e-17,33.8211989047781,"Down"
"GUK1",0.839608766593733,10.6002121934965,11.6069135882119,2.53159637820269e-19,3.02162186864309e-17,33.5134084709673,"Not Sig"
"PABPN1",0.766558400120365,9.07745105793964,11.5851173427931,2.79675285377621e-19,3.32044112623727e-17,33.4149036133056,"Not Sig"
"PBX2P1",0.744213438407896,6.58960013009182,11.5795660863342,2.86863193289097e-19,3.38785431274424e-17,33.3898085675251,"Not Sig"
"PPP1R21",-0.633281585425712,7.59916408628883,-11.5574431360009,3.17399986676661e-19,3.72886822043853e-17,33.2897714017989,"Not Sig"
"YWHAZP3",-1.28826320574479,11.7266872675334,-11.5439832456749,3.37555473735344e-19,3.94500378913926e-17,33.228885654207,"Down"
"RRN3P1",-0.915857899536074,6.55542218303174,-11.5332312082609,3.54575980540524e-19,4.12245099862633e-17,33.1802370446571,"Not Sig"
"ZNF146",-0.879470465807481,7.55501341276209,-11.4800137344597,4.5239511696543e-19,5.23262578844705e-17,32.939296027654,"Not Sig"
"MXD3",0.620608987167381,7.82769366502302,11.4736308615524,4.65817586538793e-19,5.36024657658665e-17,32.9103806542706,"Not Sig"
"SLC44A4",-2.59785677326954,9.34059295956069,-11.455961857345,5.05096590274367e-19,5.78258285161557e-17,32.8303185003891,"Down"
"MRPL52",0.901176546450127,9.77358896955218,11.4430186869902,5.35965583900212e-19,6.10483844524714e-17,32.7716525718607,"Not Sig"
"MIR6821",1.1394616210818,10.3289221565434,11.4256338900028,5.80430411590637e-19,6.54486331943834e-17,32.6928313494265,"Up"
"PIM3",1.1394616210818,10.3289221565434,11.4256338900028,5.80430411590637e-19,6.54486331943834e-17,32.6928313494265,"Up"
"TAF1L",-0.515411365150197,4.45259314128627,-11.387499834167,6.91377803076391e-19,7.75691326161557e-17,32.5198418608269,"Not Sig"
"POF1B",-1.73648545066234,6.95838500177554,-11.3604264845382,7.82853167634861e-19,8.73952349679535e-17,32.3969508166118,"Down"
"SUPT16H",-1.21590750938802,8.52682153108513,-11.3593083542006,7.8688207746021e-19,8.74101333471765e-17,32.3918740494152,"Down"
